dataset,root,data_split,facial_video,EEG,ECG,EDA,EOG,EMG,GSR,BVP,respiration,skin_temp,heart_rate,IBI,MEG,anno_type,self_annotation,external_annotation,partner_annotation,frame_size,fps,duration,EEG_vec_counts,EEG_ch,bool_both_file,label_id,participant_id,sample_id,fold
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/060_Trial_20_Speaking_Sadness.mp4,./datasets/EAV/EAV/subject1/EEG/060_Trial_20_Speaking_Sadness.csv,False,False,False,False,False,False,False,False,False,False,False,category,sadness,False,False,640/480,30,21.1,10000,30,True,4,1,0,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/154_Trial_14_Speaking_Calmness.mp4,./datasets/EAV/EAV/subject1/EEG/154_Trial_14_Speaking_Calmness.csv,False,False,False,False,False,False,False,False,False,False,False,category,calmness,False,False,640/480,30,21.1,10000,30,True,1,1,1,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/165_Trial_05_Listening_Calmness.mp4,./datasets/EAV/EAV/subject1/EEG/165_Trial_05_Listening_Calmness.csv,False,False,False,False,False,False,False,False,False,False,False,category,calmness,False,False,640/480,30,21.1,10000,30,True,1,1,2,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/196_Trial_16_Speaking_Sadness.mp4,./datasets/EAV/EAV/subject1/EEG/196_Trial_16_Speaking_Sadness.csv,False,False,False,False,False,False,False,False,False,False,False,category,sadness,False,False,640/480,30,21.033333,10000,30,True,4,1,3,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/025_Trial_05_Listening_Calmness.mp4,./datasets/EAV/EAV/subject1/EEG/025_Trial_05_Listening_Calmness.csv,False,False,False,False,False,False,False,False,False,False,False,category,calmness,False,False,640/480,30,21.033333,10000,30,True,1,1,4,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/021_Trial_01_Listening_Neutral.mp4,./datasets/EAV/EAV/subject1/EEG/021_Trial_01_Listening_Neutral.csv,False,False,False,False,False,False,False,False,False,False,False,category,neutral,False,False,640/480,30,21.133333,10000,30,True,3,1,5,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/023_Trial_03_Listening_Calmness.mp4,./datasets/EAV/EAV/subject1/EEG/023_Trial_03_Listening_Calmness.csv,False,False,False,False,False,False,False,False,False,False,False,category,calmness,False,False,640/480,30,21.1,10000,30,True,1,1,6,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/056_Trial_16_Speaking_Sadness.mp4,./datasets/EAV/EAV/subject1/EEG/056_Trial_16_Speaking_Sadness.csv,False,False,False,False,False,False,False,False,False,False,False,category,sadness,False,False,640/480,30,21.1,10000,30,True,4,1,7,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/199_Trial_19_Listening_Sadness.mp4,./datasets/EAV/EAV/subject1/EEG/199_Trial_19_Listening_Sadness.csv,False,False,False,False,False,False,False,False,False,False,False,category,sadness,False,False,640/480,30,21.0,10000,30,True,4,1,8,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/181_Trial_01_Listening_Neutral.mp4,./datasets/EAV/EAV/subject1/EEG/181_Trial_01_Listening_Neutral.csv,False,False,False,False,False,False,False,False,False,False,False,category,neutral,False,False,640/480,30,21.033333,10000,30,True,3,1,9,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/110_Trial_10_Speaking_Happiness.mp4,./datasets/EAV/EAV/subject1/EEG/110_Trial_10_Speaking_Happiness.csv,False,False,False,False,False,False,False,False,False,False,False,category,happiness,False,False,640/480,30,21.033333,10000,30,True,2,1,10,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/142_Trial_02_Speaking_Neutral.mp4,./datasets/EAV/EAV/subject1/EEG/142_Trial_02_Speaking_Neutral.csv,False,False,False,False,False,False,False,False,False,False,False,category,neutral,False,False,640/480,30,21.033333,10000,30,True,3,1,11,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/184_Trial_04_Speaking_Happiness.mp4,./datasets/EAV/EAV/subject1/EEG/184_Trial_04_Speaking_Happiness.csv,False,False,False,False,False,False,False,False,False,False,False,category,happiness,False,False,640/480,30,21.1,10000,30,True,2,1,12,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/062_Trial_02_Speaking_Neutral.mp4,./datasets/EAV/EAV/subject1/EEG/062_Trial_02_Speaking_Neutral.csv,False,False,False,False,False,False,False,False,False,False,False,category,neutral,False,False,640/480,30,21.1,10000,30,True,3,1,13,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/049_Trial_09_Listening_Sadness.mp4,./datasets/EAV/EAV/subject1/EEG/049_Trial_09_Listening_Sadness.csv,False,False,False,False,False,False,False,False,False,False,False,category,sadness,False,False,640/480,30,21.033333,10000,30,True,4,1,14,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/174_Trial_14_Speaking_Happiness.mp4,./datasets/EAV/EAV/subject1/EEG/174_Trial_14_Speaking_Happiness.csv,False,False,False,False,False,False,False,False,False,False,False,category,happiness,False,False,640/480,30,21.1,10000,30,True,2,1,15,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/107_Trial_07_Listening_Happiness.mp4,./datasets/EAV/EAV/subject1/EEG/107_Trial_07_Listening_Happiness.csv,False,False,False,False,False,False,False,False,False,False,False,category,happiness,False,False,640/480,30,21.133333,10000,30,True,2,1,16,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/077_Trial_17_Listening_Anger.mp4,./datasets/EAV/EAV/subject1/EEG/077_Trial_17_Listening_Anger.csv,False,False,False,False,False,False,False,False,False,False,False,category,anger,False,False,640/480,30,21.033333,10000,30,True,0,1,17,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/137_Trial_17_Listening_Anger.mp4,./datasets/EAV/EAV/subject1/EEG/137_Trial_17_Listening_Anger.csv,False,False,False,False,False,False,False,False,False,False,False,category,anger,False,False,640/480,30,21.033333,10000,30,True,0,1,18,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/167_Trial_07_Listening_Calmness.mp4,./datasets/EAV/EAV/subject1/EEG/167_Trial_07_Listening_Calmness.csv,False,False,False,False,False,False,False,False,False,False,False,category,calmness,False,False,640/480,30,21.033333,10000,30,True,1,1,19,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/112_Trial_12_Speaking_Neutral.mp4,./datasets/EAV/EAV/subject1/EEG/112_Trial_12_Speaking_Neutral.csv,False,False,False,False,False,False,False,False,False,False,False,category,neutral,False,False,640/480,30,21.033333,10000,30,True,3,1,20,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/146_Trial_06_Speaking_Anger.mp4,./datasets/EAV/EAV/subject1/EEG/146_Trial_06_Speaking_Anger.csv,False,False,False,False,False,False,False,False,False,False,False,category,anger,False,False,640/480,30,21.033333,10000,30,True,0,1,21,0
EAV,./datasets/EAV,train,./datasets/EAV/EAV/subject1/cropped_video/144_Trial_04_Speaking_Anger.mp4,./datasets/EAV/EAV/subject1/EEG/144_Trial_04_Speaking_Anger.csv,False,False,False,False,False,False,False,False,False,False,False,category,anger,False,False,640/480,30,21.033333,10000,30,True,0,1,22,0
